Recording Transcription Identification,Measure Identification,Year,Date,Recording Start Time,Recording Station Identification,Route Name,Route Identification,Station,UTM Zone,UTM Easting,UTM Northing,Observer,Cloud Cover (%),Wind Speed (Beaufort Scale),Temperature (°C),Background Noise Level,Transcriber,American Ornithologists' Union Species Code,Number of Birds Detected From 0 - 3 Minutes,Number of Birds Detected From 3 - 5 Minutes,Number of Birds Detected From 5 - 10 Minutes,Call Detected During Bird Fly Over,Vegetation Community,Observer Comments,Transcriber Comments,Comments
10457,PANP-02-D5-2011-1,2011,16/06/2011,6:06,PANP-02-D5,Camp 10,2,D5,13U,427839,5958074,15,,13,,Moderate,1,NAWA,0,1,0,FALSE,CP,,"loud insects, good BBWO recording",
10458,PANP-02-D5-2011-1,2011,16/06/2011,6:06,PANP-02-D5,Camp 10,2,D5,13U,427839,5958074,15,,13,,Moderate,1,TEWA,2,0,0,FALSE,CP,,"loud insects, good BBWO recording",
10459,PANP-02-D5-2011-1,2011,16/06/2011,6:06,PANP-02-D5,Camp 10,2,D5,13U,427839,5958074,15,,13,,Moderate,1,MAWA,0,0,1,FALSE,CP,,"loud insects, good BBWO recording",
10460,PANP-02-D5-2011-1,2011,16/06/2011,6:06,PANP-02-D5,Camp 10,2,D5,13U,427839,5958074,15,,13,,Moderate,1,YRWA,1,0,1,FALSE,CP,,"loud insects, good BBWO recording",
10461,PANP-02-D5-2011-1,2011,16/06/2011,6:06,PANP-02-D5,Camp 10,2,D5,13U,427839,5958074,15,,13,,Moderate,1,BRCR,1,0,0,FALSE,CP,,"loud insects, good BBWO recording",
10462,PANP-02-D5-2011-1,2011,16/06/2011,6:06,PANP-02-D5,Camp 10,2,D5,13U,427839,5958074,15,,13,,Moderate,1,CEDW,2,0,0,FALSE,CP,,"loud insects, good BBWO recording",
10463,PANP-02-D5-2011-1,2011,16/06/2011,6:06,PANP-02-D5,Camp 10,2,D5,13U,427839,5958074,15,,13,,Moderate,1,SWTH,1,0,0,FALSE,CP,,"loud insects, good BBWO recording",
10464,PANP-02-D5-2011-1,2011,16/06/2011,6:06,PANP-02-D5,Camp 10,2,D5,13U,427839,5958074,15,,13,,Moderate,1,YBFL,0,0,1,FALSE,CP,,"loud insects, good BBWO recording",
10465,PANP-02-D5-2011-1,2011,16/06/2011,6:06,PANP-02-D5,Camp 10,2,D5,13U,427839,5958074,15,,13,,Moderate,1,CORA,1,0,0,FALSE,CP,,"loud insects, good BBWO recording",
10466,PANP-02-D5-2011-1,2011,16/06/2011,6:06,PANP-02-D5,Camp 10,2,D5,13U,427839,5958074,15,,13,,Moderate,1,BBWO,1,0,0,FALSE,CP,,"loud insects, good BBWO recording",
10467,PANP-02-D5-2011-1,2011,16/06/2011,6:06,PANP-02-D5,Camp 10,2,D5,13U,427839,5958074,15,,13,,Moderate,1,MALL,0,1,0,TRUE,CP,,"loud insects, good BBWO recording",
10468,PANP-02-E3-2011-1,2011,22/06/2011,8:11,PANP-02-E3,Camp 10,2,E3,13U,427160,5957647,15,,13,,Moderate,1,PISI,0,2,0,FALSE,CP,,boreal chorus frogs,
10469,PANP-02-E3-2011-1,2011,22/06/2011,8:11,PANP-02-E3,Camp 10,2,E3,13U,427160,5957647,15,,13,,Moderate,1,WWCR,1,0,1,FALSE,CP,,boreal chorus frogs,
10470,PANP-02-E3-2011-1,2011,22/06/2011,8:11,PANP-02-E3,Camp 10,2,E3,13U,427160,5957647,15,,13,,Moderate,1,BBWA,1,0,1,FALSE,CP,,boreal chorus frogs,
10471,PANP-02-E3-2011-1,2011,22/06/2011,8:11,PANP-02-E3,Camp 10,2,E3,13U,427160,5957647,15,,13,,Moderate,1,BRCR,1,0,0,FALSE,CP,,boreal chorus frogs,
10472,PANP-02-E3-2011-1,2011,22/06/2011,8:11,PANP-02-E3,Camp 10,2,E3,13U,427160,5957647,15,,13,,Moderate,1,YRWA,0,0,1,FALSE,CP,,boreal chorus frogs,
10473,PANP-02-E3-2011-1,2011,22/06/2011,8:11,PANP-02-E3,Camp 10,2,E3,13U,427160,5957647,15,,13,,Moderate,1,CEDW,1,0,0,FALSE,CP,,boreal chorus frogs,
10474,PANP-02-E3-2011-1,2011,22/06/2011,8:11,PANP-02-E3,Camp 10,2,E3,13U,427160,5957647,15,,13,,Moderate,1,EVGR,0,1,0,FALSE,CP,,boreal chorus frogs,
10475,PANP-02-E3-2011-1,2011,22/06/2011,8:11,PANP-02-E3,Camp 10,2,E3,13U,427160,5957647,15,,13,,Moderate,1,TEWA,2,1,0,FALSE,CP,,boreal chorus frogs,
10476,PANP-02-E3-2011-1,2011,22/06/2011,8:11,PANP-02-E3,Camp 10,2,E3,13U,427160,5957647,15,,13,,Moderate,1,SWTH,0,2,0,FALSE,CP,,boreal chorus frogs,
10477,PANP-02-E3-2011-1,2011,22/06/2011,8:11,PANP-02-E3,Camp 10,2,E3,13U,427160,5957647,15,,13,,Moderate,1,WIWR,1,0,0,FALSE,CP,,boreal chorus frogs,
10478,PANP-02-E5-2011-1,2011,16/06/2011,5:31,PANP-02-E5,Camp 10,2,E5,13U,427854,5957690,15,,13,,Moderate,1,PISI,0,2,0,FALSE,CP,,very buggy,
10479,PANP-02-E5-2011-1,2011,16/06/2011,5:31,PANP-02-E5,Camp 10,2,E5,13U,427854,5957690,15,,13,,Moderate,1,CEDW,1,1,0,FALSE,CP,,very buggy,
10480,PANP-02-E5-2011-1,2011,16/06/2011,5:31,PANP-02-E5,Camp 10,2,E5,13U,427854,5957690,15,,13,,Moderate,1,YRWA,1,0,0,FALSE,CP,,very buggy,
10481,PANP-02-E5-2011-1,2011,16/06/2011,5:31,PANP-02-E5,Camp 10,2,E5,13U,427854,5957690,15,,13,,Moderate,1,BBWA,1,0,0,FALSE,CP,,very buggy,
10482,PANP-02-E5-2011-1,2011,16/06/2011,5:31,PANP-02-E5,Camp 10,2,E5,13U,427854,5957690,15,,13,,Moderate,1,CMWA,1,0,0,FALSE,CP,,very buggy,
10483,PANP-02-E5-2011-1,2011,16/06/2011,5:31,PANP-02-E5,Camp 10,2,E5,13U,427854,5957690,15,,13,,Moderate,1,MAWA,1,0,0,FALSE,CP,,very buggy,
10484,PANP-02-E5-2011-1,2011,16/06/2011,5:31,PANP-02-E5,Camp 10,2,E5,13U,427854,5957690,15,,13,,Moderate,1,RBNU,0,1,0,FALSE,CP,,very buggy,
10485,PANP-02-E5-2011-1,2011,16/06/2011,5:31,PANP-02-E5,Camp 10,2,E5,13U,427854,5957690,15,,13,,Moderate,1,HETH,1,0,0,FALSE,CP,,very buggy,
10486,PANP-02-E5-2011-1,2011,16/06/2011,5:31,PANP-02-E5,Camp 10,2,E5,13U,427854,5957690,15,,13,,Moderate,1,WTSP,0,0,1,FALSE,CP,,very buggy,
11400,PANP-04-01-2011-1,2011,31/05/2011,5:11,PANP-04-01,Crean Lake Road,4,1,13U,424201,5981796,15,,13,,None,1,BHVI,0,1,0,FALSE,MW,,wolves at 7:30 min.,
11401,PANP-04-01-2011-1,2011,31/05/2011,5:11,PANP-04-01,Crean Lake Road,4,1,13U,424201,5981796,15,,13,,None,1,BBWA,1,0,0,FALSE,MW,,wolves at 7:30 min.,
11402,PANP-04-01-2011-1,2011,31/05/2011,5:11,PANP-04-01,Crean Lake Road,4,1,13U,424201,5981796,15,,13,,None,1,BLBW,1,0,0,FALSE,MW,,wolves at 7:30 min.,
11403,PANP-04-01-2011-1,2011,31/05/2011,5:11,PANP-04-01,Crean Lake Road,4,1,13U,424201,5981796,15,,13,,None,1,CMWA,0,0,1,FALSE,MW,,wolves at 7:30 min.,
11404,PANP-04-01-2011-1,2011,31/05/2011,5:11,PANP-04-01,Crean Lake Road,4,1,13U,424201,5981796,15,,13,,None,1,TEWA,4,0,0,FALSE,MW,,wolves at 7:30 min.,
11405,PANP-04-01-2011-1,2011,31/05/2011,5:11,PANP-04-01,Crean Lake Road,4,1,13U,424201,5981796,15,,13,,None,1,MAWA,2,0,0,FALSE,MW,,wolves at 7:30 min.,
11406,PANP-04-01-2011-1,2011,31/05/2011,5:11,PANP-04-01,Crean Lake Road,4,1,13U,424201,5981796,15,,13,,None,1,OVEN,0,0,1,FALSE,MW,,wolves at 7:30 min.,
11407,PANP-04-01-2011-1,2011,31/05/2011,5:11,PANP-04-01,Crean Lake Road,4,1,13U,424201,5981796,15,,13,,None,1,RBNU,1,0,0,FALSE,MW,,wolves at 7:30 min.,
11408,PANP-04-01-2011-1,2011,31/05/2011,5:11,PANP-04-01,Crean Lake Road,4,1,13U,424201,5981796,15,,13,,None,1,RCKI,1,0,0,FALSE,MW,,wolves at 7:30 min.,
11409,PANP-04-01-2011-1,2011,31/05/2011,5:11,PANP-04-01,Crean Lake Road,4,1,13U,424201,5981796,15,,13,,None,1,WTSP,1,0,0,FALSE,MW,,wolves at 7:30 min.,
11410,PANP-04-01-2011-1,2011,31/05/2011,5:11,PANP-04-01,Crean Lake Road,4,1,13U,424201,5981796,15,,13,,None,1,NOFL,0,0,1,FALSE,MW,,wolves at 7:30 min.,
11411,PANP-04-01-2011-1,2011,31/05/2011,5:11,PANP-04-01,Crean Lake Road,4,1,13U,424201,5981796,15,,13,,None,1,AMCR,3,0,0,FALSE,MW,,wolves at 7:30 min.,
11412,PANP-04-01-2011-1,2011,31/05/2011,5:11,PANP-04-01,Crean Lake Road,4,1,13U,424201,5981796,15,,13,,None,1,COLO,2,0,0,FALSE,MW,,wolves at 7:30 min.,
11413,PANP-04-01-2011-1,2011,31/05/2011,5:11,PANP-04-01,Crean Lake Road,4,1,13U,424201,5981796,15,,13,,None,1,GRYE,0,0,1,TRUE,MW,,wolves at 7:30 min.,
11414,PANP-04-01-2011-1,2011,31/05/2011,5:11,PANP-04-01,Crean Lake Road,4,1,13U,424201,5981796,15,,13,,None,1,RUGR,1,0,0,FALSE,MW,,wolves at 7:30 min.,
11415,PANP-04-01-2011-1,2011,31/05/2011,5:11,PANP-04-01,Crean Lake Road,4,1,13U,424201,5981796,15,,13,,None,1,AMRO,0,0,1,FALSE,MW,,wolves at 7:30 min.,
11416,PANP-04-01-2011-1,2011,31/05/2011,5:11,PANP-04-01,Crean Lake Road,4,1,13U,424201,5981796,15,,13,,None,1,WIWR,1,0,0,FALSE,MW,,wolves at 7:30 min.,
11417,PANP-04-01-2011-1,2011,31/05/2011,5:11,PANP-04-01,Crean Lake Road,4,1,13U,424201,5981796,15,,13,,None,1,TTWO,2,0,0,FALSE,MW,,wolves at 7:30 min.,
11418,PANP-04-01-2011-1,2011,31/05/2011,5:11,PANP-04-01,Crean Lake Road,4,1,13U,424201,5981796,15,,13,,None,1,CORA,1,0,0,FALSE,MW,,wolves at 7:30 min.,
11419,PANP-04-02-2011-1,2011,31/05/2011,5:30,PANP-04-02,Crean Lake Road,4,2,13U,423993,5982243,15,,13,,None,1,COGO,0,0,1,TRUE,MW,,"good TEWA, and BBWA recording",
11420,PANP-04-02-2011-1,2011,31/05/2011,5:30,PANP-04-02,Crean Lake Road,4,2,13U,423993,5982243,15,,13,,None,1,TEWA,5,0,1,FALSE,MW,,"good TEWA, and BBWA recording",
11421,PANP-04-02-2011-1,2011,31/05/2011,5:30,PANP-04-02,Crean Lake Road,4,2,13U,423993,5982243,15,,13,,None,1,BBWA,1,0,0,FALSE,MW,,"good TEWA, and BBWA recording",
11422,PANP-04-02-2011-1,2011,31/05/2011,5:30,PANP-04-02,Crean Lake Road,4,2,13U,423993,5982243,15,,13,,None,1,CMWA,2,0,0,FALSE,MW,,"good TEWA, and BBWA recording",
11423,PANP-04-02-2011-1,2011,31/05/2011,5:30,PANP-04-02,Crean Lake Road,4,2,13U,423993,5982243,15,,13,,None,1,YRWA,2,0,0,FALSE,MW,,"good TEWA, and BBWA recording",
11424,PANP-04-02-2011-1,2011,31/05/2011,5:30,PANP-04-02,Crean Lake Road,4,2,13U,423993,5982243,15,,13,,None,1,MAWA,1,0,0,FALSE,MW,,"good TEWA, and BBWA recording",
11425,PANP-04-02-2011-1,2011,31/05/2011,5:30,PANP-04-02,Crean Lake Road,4,2,13U,423993,5982243,15,,13,,None,1,CHSP,1,0,0,FALSE,MW,,"good TEWA, and BBWA recording",
11426,PANP-04-02-2011-1,2011,31/05/2011,5:30,PANP-04-02,Crean Lake Road,4,2,13U,423993,5982243,15,,13,,None,1,AMRO,0,0,1,FALSE,MW,,"good TEWA, and BBWA recording",
11427,PANP-04-02-2011-1,2011,31/05/2011,5:30,PANP-04-02,Crean Lake Road,4,2,13U,423993,5982243,15,,13,,None,1,SWTH,1,1,0,FALSE,MW,,"good TEWA, and BBWA recording",
11428,PANP-04-02-2011-1,2011,31/05/2011,5:30,PANP-04-02,Crean Lake Road,4,2,13U,423993,5982243,15,,13,,None,1,WTSP,1,0,0,FALSE,MW,,"good TEWA, and BBWA recording",
11429,PANP-04-02-2011-1,2011,31/05/2011,5:30,PANP-04-02,Crean Lake Road,4,2,13U,423993,5982243,15,,13,,None,1,WIWR,0,0,1,FALSE,MW,,"good TEWA, and BBWA recording",
11430,PANP-04-02-2011-1,2011,31/05/2011,5:30,PANP-04-02,Crean Lake Road,4,2,13U,423993,5982243,15,,13,,None,1,COLO,0,0,1,FALSE,MW,,"good TEWA, and BBWA recording",
11431,PANP-04-02-2011-1,2011,31/05/2011,5:30,PANP-04-02,Crean Lake Road,4,2,13U,423993,5982243,15,,13,,None,1,RUGR,1,0,0,FALSE,MW,,"good TEWA, and BBWA recording",
11432,PANP-04-03-2011-1,2011,31/05/2011,5:48,PANP-04-03,Crean Lake Road,4,3,13U,423857,5982654,15,,13,,None,1,EVGR,0,0,2,TRUE,MW,,,
11433,PANP-04-03-2011-1,2011,31/05/2011,5:48,PANP-04-03,Crean Lake Road,4,3,13U,423857,5982654,15,,13,,None,1,CMWA,1,0,0,FALSE,MW,,,
11434,PANP-04-03-2011-1,2011,31/05/2011,5:48,PANP-04-03,Crean Lake Road,4,3,13U,423857,5982654,15,,13,,None,1,BBWA,1,0,0,FALSE,MW,,,
11435,PANP-04-03-2011-1,2011,31/05/2011,5:48,PANP-04-03,Crean Lake Road,4,3,13U,423857,5982654,15,,13,,None,1,TEWA,4,0,0,FALSE,MW,,,
11436,PANP-04-03-2011-1,2011,31/05/2011,5:48,PANP-04-03,Crean Lake Road,4,3,13U,423857,5982654,15,,13,,None,1,REVI,1,0,0,FALSE,MW,,,
11437,PANP-04-03-2011-1,2011,31/05/2011,5:48,PANP-04-03,Crean Lake Road,4,3,13U,423857,5982654,15,,13,,None,1,MAWA,1,0,0,FALSE,MW,,,
11438,PANP-04-03-2011-1,2011,31/05/2011,5:48,PANP-04-03,Crean Lake Road,4,3,13U,423857,5982654,15,,13,,None,1,AMRO,1,0,0,FALSE,MW,,,
11439,PANP-04-03-2011-1,2011,31/05/2011,5:48,PANP-04-03,Crean Lake Road,4,3,13U,423857,5982654,15,,13,,None,1,SWTH,1,0,0,FALSE,MW,,,
11440,PANP-04-03-2011-1,2011,31/05/2011,5:48,PANP-04-03,Crean Lake Road,4,3,13U,423857,5982654,15,,13,,None,1,OVEN,1,0,0,FALSE,MW,,,
11441,PANP-04-03-2011-1,2011,31/05/2011,5:48,PANP-04-03,Crean Lake Road,4,3,13U,423857,5982654,15,,13,,None,1,RBNU,0,0,1,FALSE,MW,,,
11442,PANP-04-03-2011-1,2011,31/05/2011,5:48,PANP-04-03,Crean Lake Road,4,3,13U,423857,5982654,15,,13,,None,1,RUGR,0,1,0,FALSE,MW,,,
11443,PANP-04-03-2011-1,2011,31/05/2011,5:48,PANP-04-03,Crean Lake Road,4,3,13U,423857,5982654,15,,13,,None,1,TTWO,1,0,0,FALSE,MW,,,
11686,PANP-04-07-2011-1,2011,31/05/2011,6:17,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,15,,13,,None,1,PISI,0,0,2,TRUE,MW,,"good CMWA recording and RTHU at 6:25 min.
good CMWA",
11687,PANP-04-07-2011-1,2011,31/05/2011,6:17,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,15,,13,,None,1,TEWA,5,0,0,FALSE,MW,,"good CMWA recording and RTHU at 6:25 min.
good CMWA",
11688,PANP-04-07-2011-1,2011,31/05/2011,6:17,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,15,,13,,None,1,CMWA,1,0,0,FALSE,MW,,"good CMWA recording and RTHU at 6:25 min.
good CMWA",
11689,PANP-04-07-2011-1,2011,31/05/2011,6:17,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,15,,13,,None,1,BBWA,1,0,0,FALSE,MW,,"good CMWA recording and RTHU at 6:25 min.
good CMWA",
11690,PANP-04-07-2011-1,2011,31/05/2011,6:17,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,15,,13,,None,1,BRCR,1,0,0,FALSE,MW,,"good CMWA recording and RTHU at 6:25 min.
good CMWA",
11691,PANP-04-07-2011-1,2011,31/05/2011,6:17,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,15,,13,,None,1,EVGR,1,0,0,FALSE,MW,,"good CMWA recording and RTHU at 6:25 min.
good CMWA",
11692,PANP-04-07-2011-1,2011,31/05/2011,6:17,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,15,,13,,None,1,WIWR,1,0,0,FALSE,MW,,"good CMWA recording and RTHU at 6:25 min.
good CMWA",
11693,PANP-04-07-2011-1,2011,31/05/2011,6:17,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,15,,13,,None,1,RBNU,0,0,1,FALSE,MW,,"good CMWA recording and RTHU at 6:25 min.
good CMWA",
11694,PANP-04-07-2011-1,2011,31/05/2011,6:17,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,15,,13,,None,1,RUGR,1,0,0,FALSE,MW,,"good CMWA recording and RTHU at 6:25 min.
good CMWA",
11695,PANP-04-07-2011-1,2011,31/05/2011,6:17,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,15,,13,,None,1,NOFL,1,0,0,FALSE,MW,,"good CMWA recording and RTHU at 6:25 min.
good CMWA",
11696,PANP-04-07-2011-1,2011,31/05/2011,6:17,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,15,,13,,None,1,YBSA,1,0,0,FALSE,MW,,"good CMWA recording and RTHU at 6:25 min.
good CMWA",
11697,PANP-04-07-2011-1,2011,31/05/2011,6:17,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,15,,13,,None,1,WTSP,0,1,0,FALSE,MW,,"good CMWA recording and RTHU at 6:25 min.
good CMWA",
11698,PANP-04-07-2011-1,2011,31/05/2011,6:17,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,15,,13,,None,1,RTHU,0,0,1,FALSE,MW,,"good CMWA recording and RTHU at 6:25 min.
good CMWA",
11699,PANP-04-07-2011-1,2011,31/05/2011,6:17,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,15,,13,,None,1,REVI,1,0,0,FALSE,MW,,"good CMWA recording and RTHU at 6:25 min.
good CMWA",
11700,PANP-04-07-2011-1,2011,31/05/2011,6:17,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,15,,13,,None,1,OVEN,1,0,0,FALSE,MW,,"good CMWA recording and RTHU at 6:25 min.
good CMWA",
11701,PANP-04-07-2011-1,2011,31/05/2011,6:17,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,15,,13,,None,1,COLO,0,1,0,FALSE,MW,,"good CMWA recording and RTHU at 6:25 min.
good CMWA",
11444,PANP-04-08-2011-1,2011,31/05/2011,6:36,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,15,,13,,None,1,YRWA,2,0,0,FALSE,MW,,,
11445,PANP-04-08-2011-1,2011,31/05/2011,6:36,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,15,,13,,None,1,EVGR,0,3,0,FALSE,MW,,,
11446,PANP-04-08-2011-1,2011,31/05/2011,6:36,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,15,,13,,None,1,PUFI,0,0,1,FALSE,MW,,,
11447,PANP-04-08-2011-1,2011,31/05/2011,6:36,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,15,,13,,None,1,CMWA,1,0,0,FALSE,MW,,,
11448,PANP-04-08-2011-1,2011,31/05/2011,6:36,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,15,,13,,None,1,TEWA,4,1,0,FALSE,MW,,,
11449,PANP-04-08-2011-1,2011,31/05/2011,6:36,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,15,,13,,None,1,MAWA,0,1,1,FALSE,MW,,,
11450,PANP-04-08-2011-1,2011,31/05/2011,6:36,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,15,,13,,None,1,OVEN,1,0,0,FALSE,MW,,,
11451,PANP-04-08-2011-1,2011,31/05/2011,6:36,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,15,,13,,None,1,BBWA,1,0,0,FALSE,MW,,,
11452,PANP-04-08-2011-1,2011,31/05/2011,6:36,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,15,,13,,None,1,REVI,1,0,0,FALSE,MW,,,
11453,PANP-04-08-2011-1,2011,31/05/2011,6:36,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,15,,13,,None,1,SWTH,1,0,0,FALSE,MW,,,
11454,PANP-04-08-2011-1,2011,31/05/2011,6:36,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,15,,13,,None,1,WTSP,0,1,0,FALSE,MW,,,
11455,PANP-04-08-2011-1,2011,31/05/2011,6:36,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,15,,13,,None,1,YBSA,0,0,1,FALSE,MW,,,
11456,PANP-04-08-2011-1,2011,31/05/2011,6:36,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,15,,13,,None,1,RUGR,0,1,0,FALSE,MW,,,
11457,PANP-04-08-2011-1,2011,31/05/2011,6:36,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,15,,13,,None,1,COLO,2,0,0,FALSE,MW,,,
11458,PANP-04-09-2011-1,2011,31/05/2011,6:55,PANP-04-09,Crean Lake Road,4,9,13U,422631,5984982,15,,13,,Light,1,EVGR,0,0,1,FALSE,MW,,good MAWA and TTWO recordings,
11459,PANP-04-09-2011-1,2011,31/05/2011,6:55,PANP-04-09,Crean Lake Road,4,9,13U,422631,5984982,15,,13,,Light,1,PISI,2,1,0,FALSE,MW,,good MAWA and TTWO recordings,
11460,PANP-04-09-2011-1,2011,31/05/2011,6:55,PANP-04-09,Crean Lake Road,4,9,13U,422631,5984982,15,,13,,Light,1,OVEN,0,0,1,FALSE,MW,,good MAWA and TTWO recordings,
11461,PANP-04-09-2011-1,2011,31/05/2011,6:55,PANP-04-09,Crean Lake Road,4,9,13U,422631,5984982,15,,13,,Light,1,SWTH,0,0,1,FALSE,MW,,good MAWA and TTWO recordings,
11462,PANP-04-09-2011-1,2011,31/05/2011,6:55,PANP-04-09,Crean Lake Road,4,9,13U,422631,5984982,15,,13,,Light,1,BBWA,1,0,1,FALSE,MW,,good MAWA and TTWO recordings,
11463,PANP-04-09-2011-1,2011,31/05/2011,6:55,PANP-04-09,Crean Lake Road,4,9,13U,422631,5984982,15,,13,,Light,1,TEWA,5,0,0,FALSE,MW,,good MAWA and TTWO recordings,
11464,PANP-04-09-2011-1,2011,31/05/2011,6:55,PANP-04-09,Crean Lake Road,4,9,13U,422631,5984982,15,,13,,Light,1,MAWA,3,0,1,FALSE,MW,,good MAWA and TTWO recordings,
11465,PANP-04-09-2011-1,2011,31/05/2011,6:55,PANP-04-09,Crean Lake Road,4,9,13U,422631,5984982,15,,13,,Light,1,BHVI,0,1,0,FALSE,MW,,good MAWA and TTWO recordings,
11466,PANP-04-09-2011-1,2011,31/05/2011,6:55,PANP-04-09,Crean Lake Road,4,9,13U,422631,5984982,15,,13,,Light,1,AMCR,0,0,1,FALSE,MW,,good MAWA and TTWO recordings,
11467,PANP-04-09-2011-1,2011,31/05/2011,6:55,PANP-04-09,Crean Lake Road,4,9,13U,422631,5984982,15,,13,,Light,1,TTWO,0,1,0,FALSE,MW,,good MAWA and TTWO recordings,
11468,PANP-04-09-2011-1,2011,31/05/2011,6:55,PANP-04-09,Crean Lake Road,4,9,13U,422631,5984982,15,,13,,Light,1,COGO,0,0,1,FALSE,MW,,good MAWA and TTWO recordings,
11469,PANP-04-10-2011-1,2011,31/05/2011,7:15,PANP-04-10,Crean Lake Road,4,10,13U,422237,5985162,15,,13,,Moderate,1,BBWA,0,0,1,FALSE,MW,,wind picks up after 6 min.,
11470,PANP-04-10-2011-1,2011,31/05/2011,7:15,PANP-04-10,Crean Lake Road,4,10,13U,422237,5985162,15,,13,,Moderate,1,PISI,0,0,1,FALSE,MW,,wind picks up after 6 min.,
11471,PANP-04-10-2011-1,2011,31/05/2011,7:15,PANP-04-10,Crean Lake Road,4,10,13U,422237,5985162,15,,13,,Moderate,1,TEWA,4,0,0,FALSE,MW,,wind picks up after 6 min.,
11472,PANP-04-10-2011-1,2011,31/05/2011,7:15,PANP-04-10,Crean Lake Road,4,10,13U,422237,5985162,15,,13,,Moderate,1,CMWA,1,0,0,FALSE,MW,,wind picks up after 6 min.,
11473,PANP-04-10-2011-1,2011,31/05/2011,7:15,PANP-04-10,Crean Lake Road,4,10,13U,422237,5985162,15,,13,,Moderate,1,RBNU,1,0,0,FALSE,MW,,wind picks up after 6 min.,
11474,PANP-04-10-2011-1,2011,31/05/2011,7:15,PANP-04-10,Crean Lake Road,4,10,13U,422237,5985162,15,,13,,Moderate,1,OVEN,2,0,0,FALSE,MW,,wind picks up after 6 min.,
11475,PANP-04-10-2011-1,2011,31/05/2011,7:15,PANP-04-10,Crean Lake Road,4,10,13U,422237,5985162,15,,13,,Moderate,1,COLO,1,0,0,FALSE,MW,,wind picks up after 6 min.,
11476,PANP-04-10-2011-1,2011,31/05/2011,7:15,PANP-04-10,Crean Lake Road,4,10,13U,422237,5985162,15,,13,,Moderate,1,BBWO,0,0,1,FALSE,MW,,wind picks up after 6 min.,
11477,PANP-04-11-2011-1,2011,31/05/2011,7:32,PANP-04-11,Crean Lake Road,4,11,13U,421853,5985166,15,,13,,Light,1,BBWA,0,1,1,FALSE,MW,,,
11478,PANP-04-11-2011-1,2011,31/05/2011,7:32,PANP-04-11,Crean Lake Road,4,11,13U,421853,5985166,15,,13,,Light,1,CMWA,2,0,0,FALSE,MW,,,
11479,PANP-04-11-2011-1,2011,31/05/2011,7:32,PANP-04-11,Crean Lake Road,4,11,13U,421853,5985166,15,,13,,Light,1,TEWA,4,1,0,FALSE,MW,,,
11480,PANP-04-11-2011-1,2011,31/05/2011,7:32,PANP-04-11,Crean Lake Road,4,11,13U,421853,5985166,15,,13,,Light,1,BRCR,0,1,0,FALSE,MW,,,
11481,PANP-04-11-2011-1,2011,31/05/2011,7:32,PANP-04-11,Crean Lake Road,4,11,13U,421853,5985166,15,,13,,Light,1,COLO,0,1,0,FALSE,MW,,,
11482,PANP-04-11-2011-1,2011,31/05/2011,7:32,PANP-04-11,Crean Lake Road,4,11,13U,421853,5985166,15,,13,,Light,1,YBSA,0,0,1,FALSE,MW,,,
11483,PANP-04-11-2011-1,2011,31/05/2011,7:32,PANP-04-11,Crean Lake Road,4,11,13U,421853,5985166,15,,13,,Light,1,AMRO,0,0,1,FALSE,MW,,,
11484,PANP-04-11-2011-1,2011,31/05/2011,7:32,PANP-04-11,Crean Lake Road,4,11,13U,421853,5985166,15,,13,,Light,1,RUGR,1,0,0,FALSE,MW,,,
11485,PANP-04-11-2011-1,2011,31/05/2011,7:32,PANP-04-11,Crean Lake Road,4,11,13U,421853,5985166,15,,13,,Light,1,WWCR,0,0,2,FALSE,MW,,,
